45373
71844	497054	17
509235	322593	17
156486	1233	17
501443	98187	17
39763	386309	17
401259	71075	17
220458	404605	17
388300	222628	17
465235	63545	17
262213	230477	17
253170	182394	17
84538	438703	17
426653	240844	17
446605	177670	17
102047	112538	17
203114	124834	17
409726	265405	17
466898	569557	17
34786	567075	17
573269	544009	17
383536	110	17
81847	183894	17
292557	24724	17
9342	149271	17
246114	267860	17
148135	256457	17
502507	430038	17
72566	277321	17
410678	394200	17
200005	241366	17
52958	32329	17
545310	349384	17
540940	477363	17
539319	210499	17
149719	343396	17
98475	13879	17
23439	417703	17
435461	121147	17
230125	32655	17
29145	560116	17
456491	465980	17
255043	135334	17
233034	386625	17
293556	462031	17
398201	531094	17
273811	21949	17
508650	299502	17
371215	337798	17
500998	511699	17
510376	428296	17
89408	451814	17
349956	215942	17
313775	460437	17
406604	282013	17
543094	151178	17
2294	8802	17
340753	528205	17
248286	387182	17
481780	244508	17
158910	4486	17
430489	101481	17
29484	251534	17
530173	122658	17
135340	7627	17
256070	2631	17
573785	48533	17
80370	271481	17
385462	224264	17
454409	174181	17
393039	327162	17
236764	98671	17
559920	259174	17
211397	177595	17
251725	66339	17
294693	9153	17
14412	509994	17
203756	186671	17
288271	292948	17
276862	437290	17
129199	187878	17
537492	188641	17
362238	439773	17
552958	507895	17
335888	411653	17
146923	136858	17
546807	148728	17
379074	464747	17
166193	403695	17
183781	74184	17
200468	550330	17
470907	328154	17
111331	244209	17
47450	252343	17
374714	492479	17
494548	159984	17
4698	108674	17
413346	175716	17
330182	41713	17
294197	439766	17
393579	9486	17
91541	235789	17
182870	22274	17
483382	93572	17
396106	14588	17
570718	293600	17
219009	65495	17
165546	190625	17
128698	104804	17
410727	98788	17
90691	409701	17
482170	304554	17
438256	548096	17
177807	473331	17
312909	139046	17
434259	318985	17
521719	531524	17
263112	203966	17
415526	315595	17
37377	60536	17
187622	572521	17
132985	18649	17
400262	442464	17
280157	289203	17
233266	335758	17
363987	408906	17
375495	256745	17
61084	504675	17
351716	295562	17
55632	501401	17
470145	147513	17
210817	230656	17
256932	512280	17
182405	403705	17
222306	310487	17
4615	288372	17
260710	329053	17
125102	541468	17
120908	468588	17
312176	193671	17
176813	101426	17
406431	383312	17
69793	80996	17
209576	122776	17
446065	396860	17
329940	284011	17
265260	370518	17
280204	110795	17
305031	86143	17
559819	446253	17
158677	560391	17
324426	210508	17
149195	218069	17
60798	143892	17
412716	301214	17
381324	501852	17
107202	10629	17
178380	56415	17
475528	559887	17
70842	193164	17
140617	210639	17
34793	417419	17
283827	357269	17
474773	416341	17
108535	120116	17
28288	167718	17
62903	478172	17
166597	72999	17
451059	71696	17
228836	53630	17
261804	375447	17
436930	354118	17
146607	138731	17
315458	493882	17
511097	83985	17
435702	438820	17
125883	321439	17
88723	419147	17
182414	217112	17
552462	523986	17
516571	283761	17
519163	184171	17
571767	305950	17
354030	561804	17
196362	378805	17
557295	121019	17
266212	336783	17
210223	387928	17
234558	325254	17
167929	421917	17
73548	18259	17
192189	135357	17
216492	390575	17
521190	46309	17
487384	48023	17
282635	193152	17
164199	153822	17
527644	149524	17
226002	144917	17
268119	341091	17
379318	81387	17
547768	413475	17
453914	466839	17
183352	84582	17
121543	171732	17
222304	542409	17
437466	522363	17
98097	270765	17
3299	403263	17
325519	330786	17
368635	153979	17
131622	223225	17
413695	39369	17
270015	377588	17
368161	161610	17
153584	301702	17
187687	559674	17
355098	186789	17
17672	136865	17
116993	105605	17
81688	539716	17
122594	307227	17
470026	6682	17
52728	564284	17
209536	58422	17
275261	242771	17
233552	406711	17
483951	189051	17
35748	341888	17
120099	101424	17
474414	310812	17
415080	534449	17
321871	274046	17
455832	495884	17
58300	302410	17
198085	267696	17
199671	546521	17
160663	266753	17
27153	322010	17
69851	376541	17
57178	43537	17
184697	128681	17
148086	2396	17
174071	395191	17
362097	34813	17
483813	429658	17
34807	465097	17
109365	329599	17
49191	380872	17
183294	322276	17
145464	402951	17
234217	108986	17
144976	533295	17
185433	527046	17
439945	217269	17
21770	198705	17
53671	223783	17
37919	422708	17
419599	136055	17
471701	444701	17
127934	83799	17
191279	399088	17
556905	357598	17
100609	165739	17
199181	557974	17
142296	424519	17
319088	89090	17
335754	383271	17
138214	34522	17
289456	55029	17
464466	506492	17
547948	159034	17
112989	448255	17
547328	115939	17
208820	63086	17
405894	487425	17
243065	56551	17
513609	74203	17
100420	457814	17
267914	41197	17
565098	448628	17
31918	30446	17
274301	504906	17
115745	490060	17
218866	478476	17
363841	385294	17
244743	449732	17
476436	2003	17
107379	371002	17
183228	290381	17
336970	516138	17
406236	303695	17
303663	380872	17
190419	250716	17
258780	90014	17
99792	451727	17
96115	167782	17
40249	166100	17
407243	273241	17
347267	280614	17
121786	271891	17
318222	339070	17
340185	527157	17
523231	86100	17
94095	530403	17
339011	136941	17
106626	124341	17
455368	527312	17
199948	459613	17
267938	245048	17
287315	417913	17
127762	133537	17
347045	413	17
544204	349952	17
126072	497185	17
507959	404241	17
410397	570260	17
103072	230615	17
274656	539523	17
104204	524636	17
35054	38926	17
395890	278773	17
202354	260636	17
128670	336888	17
421934	361083	17
180474	178104	17
45243	379974	17
272000	73086	17
493440	249380	17
563239	215265	17
237795	213312	17
301929	151392	17
304138	459623	17
362176	108685	17
317365	35653	17
240181	326253	17
420511	184957	17
54802	348362	17
115220	105399	17
129911	130843	17
534233	471270	17
416268	472771	17
138853	120370	17
178725	548455	17
39385	356152	17
29827	177964	17
251002	167170	17
149034	199617	17
384310	234032	17
527794	3380	17
344064	389415	17
385411	321600	17
385139	559902	17
311498	233920	17
298571	160377	17
471713	510940	17
266085	497459	17
200724	195884	17
120597	419264	17
486394	195160	17
67239	54480	17
99033	451187	17
137239	64477	17
9862	174686	17
247515	268319	17
258025	332201	17
333492	332070	17
507459	443058	17
352806	69358	17
151658	14081	17
442412	72532	17
505959	163647	17
375868	320490	17
62845	342274	17
299877	244167	17
232093	523830	17
509694	123201	17
487980	369759	17
207783	477693	17
354949	274464	17
61527	341476	17
533388	472751	17
275818	202806	17
217818	458484	17
149156	87191	17
54784	159744	17
386696	121881	17
107590	190826	17
485696	467155	17
180269	309207	17
308694	273008	17
467177	122547	17
187656	208171	17
324804	195619	17
144887	269455	17
509626	519671	17
147740	493243	17
354131	447403	17
395537	152565	17
6456	214914	17
364814	514337	17
335497	61242	17
408014	342079	17
338956	350092	17
398358	503149	17
398987	517847	17
189803	225443	17
482042	18919	17
430594	458839	17
250076	388180	17
231247	509717	17
447476	43521	17
184433	232394	17
553914	344248	17
255787	249079	17
545813	458126	17
126460	289500	17
439257	47705	17
254777	392935	17
572206	363332	17
65780	107669	17
558660	176738	17
356761	446211	17
573165	45221	17
189587	570353	17
181409	489329	17
104069	159948	17
440012	96335	17
59971	241408	17
480971	493545	17
153280	57535	17
70090	199969	17
469836	485210	17
510310	72136	17
246711	259183	17
468730	283148	17
113614	259166	17
460486	413584	17
318782	510014	17
417711	60849	17
174397	248623	17
197250	544211	17
265483	12558	17
202354	252232	17
89924	31559	17
423601	94068	17
244082	285740	17
127941	470303	17
387899	125278	17
73011	535853	17
457884	380385	17
528777	135853	17
74772	279297	17
221516	475528	17
324223	270273	17
114914	134952	17
90112	556407	17
573489	107196	17
245049	173310	17
211127	123407	17
7333	371777	17
354930	380074	17
422355	94677	17
486010	102094	17
42132	135510	17
8409	118135	17
44893	243947	17
410612	205398	17
36280	535186	17
513514	226030	17
263789	91254	17
499893	339854	17
270360	271686	17
545034	20819	17
9019	238307	17
315078	54120	17
382206	302900	17
172720	275260	17
226695	124575	17
464729	87153	17
156510	310849	17
227313	556053	17
124360	140739	17
480627	331217	17
73101	150981	17
224692	327858	17
337285	423438	17
514593	567800	17
281689	4819	17
153965	280312	17
185881	200764	17
407171	123609	17
333906	554669	17
317123	301217	17
274491	254548	17
352919	328985	17
264924	101618	17
63307	234590	17
222300	301855	17
75874	55660	17
197634	392821	17
490371	265165	17
296472	423878	17
273266	131461	17
23970	393237	17
297733	246833	17
274735	320635	17
322226	21379	17
395716	52513	17
76280	22344	17
360737	514550	17
305273	432178	17
26833	15004	17
515896	139710	17
294260	26735	17
527033	157678	17
128851	28990	17
207515	62696	17
569113	332465	17
102914	457765	17
10446	570431	17
98077	307898	17
498060	518766	17
517510	89623	17
532119	570669	17
173168	402302	17
236309	415529	17
444224	379439	17
550916	488256	17
179493	75983	17
546826	233101	17
300452	429683	17
54904	351209	17
514745	345523	17
299967	345491	17
283071	498295	17
554902	44654	17
370363	354111	17
229905	445146	17
94434	537338	17
439926	97032	17
98201	349191	17
173984	173914	17
307662	564330	17
278647	155559	17
484722	510126	17
57166	420449	17
240734	55463	17
404330	353213	17
3657	405707	17
429180	129445	17
40038	446181	17
3153	466103	17
112942	428352	17
433229	296487	17
376535	316149	17
535738	129246	17
358149	564567	17
328540	37547	17
75805	80860	17
470084	348614	17
199456	187761	17
4012	131322	17
162127	31369	17
465175	226421	17
473829	545156	17
452183	161948	17
96037	329605	17
521230	272371	17
226077	90014	17
228904	83577	17
481006	394107	17
175152	185006	17
78987	208838	17
153660	189188	17
395381	356616	17
286279	283761	17
251143	153711	17
190003	7195	17
285205	202425	17
286809	468226	17
525776	435768	17
556665	180118	17
356225	281463	17
546936	437933	17
90809	82854	17
445586	146971	17
353168	375280	17
375954	537905	17
174759	409807	17
183585	134481	17
449003	405268	17
403923	547913	17
158307	73715	17
534385	348159	17
478031	202604	17
226026	167730	17
62874	118978	17
428073	348341	17
225451	93317	17
